Group ID,Filename,Folder,Size (KB),Dimensions,Match %

0,v01_c0101a0043_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\accessory\a0043\texture,3,128 x 128,98

0,v01_c0101a0043_rir_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\accessory\a0043\texture,4,128 x 128,98

1,v01_c0101a0081_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\accessory\a0081\texture,3,128 x 128,98

1,v01_c0101a0081_rir_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\accessory\a0081\texture,4,128 x 128,98

2,v01_c0101a0110_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\accessory\a0110\texture,6,128 x 128,98

2,v01_c0101a0110_ear_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\accessory\a0110\texture,9,128 x 128,98

3,v01_c0101a0114_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\accessory\a0114\texture,3,128 x 128,98

3,v01_c0101a0114_ear_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\accessory\a0114\texture,5,128 x 128,98

4,v01_c0101e0045_top_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0045\texture,6,512 x 1024,98

4,v01_c0101e0045_top_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0045\texture,26,512 x 1024,98

5,v01_c0101e0046_met_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0046\texture,26,512 x 512,98

5,v01_c0101e0046_met_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0046\texture,56,512 x 512,98

6,v01_c0101e0066_top_a_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0066\texture,3,512 x 512,98

6,v01_c0101e0066_top_a_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0066\texture,4,512 x 512,98

7,v01_c0101e0128_glv_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0128\texture,13,512 x 512,98

7,v01_c0101e0128_glv_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0128\texture,20,512 x 512,98

8,v01_c0101e0186_glv_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0186\texture,22,512 x 512,98

8,v01_c0101e0186_glv_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0186\texture,40,512 x 512,98

9,v01_c0101e0207_glv_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0207\texture,6,512 x 512,98

9,v01_c0101e0207_glv_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0207\texture,6,512 x 512,98

10,v01_c0101e0216_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0216\texture,7,256 x 512,98

10,v01_c0101e0216_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0216\texture,6,256 x 512,98

11,v01_c0101e0232_dwn_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0232\texture,32,512 x 512,98

11,v01_c0101e0232_dwn_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0232\texture,50,512 x 512,98

12,v01_c0101e0329_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0329\texture,15,512 x 512,98

12,v01_c0101e0329_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0329\texture,17,512 x 512,98

13,v01_c0101e0354_met_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0354\texture,8,512 x 256,98

13,v01_c0101e0354_met_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0354\texture,18,512 x 256,98

14,v01_c0101e0447_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0447\texture,27,512 x 512,98

14,v01_c0101e0447_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0447\texture,67,512 x 512,98

15,v01_c0101e0500_met_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0500\texture,12,512 x 512,98

15,v01_c0101e0500_met_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0500\texture,13,512 x 512,98

16,v01_c0101e0528_top_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0528\texture,29,512 x 1024,98

16,v01_c0201e0528_top_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0528\texture,28,512 x 1024,98

17,v01_c0101e0566_dwn_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0566\texture,7,512 x 512,98

17,v01_c0101e0566_dwn_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0566\texture,7,512 x 512,98

18,v01_c0101e0577_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0577\texture,13,512 x 512,98

18,v01_c0101e0577_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0577\texture,15,512 x 512,98

19,v01_c0101e0605_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0605\texture,21,512 x 256,98

19,v01_c0101e0605_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0605\texture,30,512 x 256,98

20,v01_c0101e0616_sho_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0616\texture,34,512 x 512,98

20,v01_c0101e0616_sho_id.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_id_G\equipment\e0616\texture,62,512 x 512,98

21,v01_c0101e0690_top_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_id_G\chara\equipment\e0690\texture,71,512 x 1024,98

